Transaction ID,Student ID,Book Title,Course and Year,Date Borrowed
20240524-002,2022-00387-LQ-0,Surveying and Geomatics,BSCE-3,24/05/2024
20240524-002,2022-00387-LQ-0,Building Design and Construction,BSCE-3,24/05/2024
20231202-002,2021-00387-LQ-0,Construction Materials and Testing,BSCE-4,2/12/2023
20231202-002,2021-00387-LQ-0,Fluid Mechanics,BSCE-4,2/12/2023
20241121-002,2024-00127-LQ-0,Structural Analysis,BSCE-1,21/11/2024
20241121-002,2024-00127-LQ-0,Building Design and Construction,BSCE-1,21/11/2024
20241121-002,2024-00127-LQ-0,Construction Management,BSCE-1,21/11/2024
20241121-002,2024-00127-LQ-0,Engineering Drawing,BSCE-1,21/11/2024
20230712-002,2022-00347-LQ-0,Surveying and Geomatics,BSCE-3,12/7/2023
20230712-002,2022-00347-LQ-0,Construction Materials and Testing,BSCE-3,12/7/2023
20230712-002,2022-00347-LQ-0,Surveying and Geomatics,BSCE-3,12/7/2023
20240528-002,2022-00102-LQ-1,Strength of Materials,BSCE-3,28/05/2024
20240528-002,2022-00102-LQ-1,Strength of Materials,BSCE-3,28/05/2024
20240528-002,2022-00102-LQ-1,Steel Design,BSCE-3,28/05/2024
20240528-002,2022-00102-LQ-1,Steel Design,BSCE-3,28/05/2024
20240528-002,2022-00102-LQ-1,Strength of Materials,BSCE-3,28/05/2024
20231231-002,2024-00357-LQ-0,Construction Management,BSCE-1,31/12/2023
20231231-002,2024-00357-LQ-0,Construction Materials and Testing,BSCE-1,31/12/2023
20231231-002,2024-00357-LQ-0,Structural Analysis,BSCE-1,31/12/2023
20231115-002,2021-00023-LQ-0,Fluid Mechanics,BSCE-4,15/11/2023
20231115-002,2021-00023-LQ-0,Surveying and Geomatics,BSCE-4,15/11/2023
20231115-002,2021-00023-LQ-0,Strength of Materials,BSCE-4,15/11/2023
20231115-002,2021-00023-LQ-0,Strength of Materials,BSCE-4,15/11/2023
20231115-002,2021-00023-LQ-0,Fluid Mechanics,BSCE-4,15/11/2023
20250324-002,2022-00349-LQ-0,Construction Management,BSCE-3,24/03/2025
20250324-002,2022-00349-LQ-0,Fluid Mechanics,BSCE-3,24/03/2025
20250324-002,2022-00349-LQ-0,Construction Management,BSCE-3,24/03/2025
20250324-002,2022-00349-LQ-0,Construction Materials and Testing,BSCE-3,24/03/2025
20250324-002,2022-00349-LQ-0,Construction Materials and Testing,BSCE-3,24/03/2025
20240223-002,2024-00164-LQ-1,Fluid Mechanics,BSCE-1,23/02/2024
20240905-002,2022-00309-LQ-0,Steel Design,BSCE-3,5/9/2024
20240905-002,2022-00309-LQ-0,Fluid Mechanics,BSCE-3,5/9/2024
20240905-002,2022-00309-LQ-0,Construction Management,BSCE-3,5/9/2024
20240905-002,2022-00309-LQ-0,Construction Materials and Testing,BSCE-3,5/9/2024
20240905-002,2022-00309-LQ-0,Structural Analysis,BSCE-3,5/9/2024
20230105-002,2022-00074-LQ-0,Fluid Mechanics,BSCE-3,5/1/2023
20230105-002,2022-00074-LQ-0,Structural Analysis,BSCE-3,5/1/2023
20230105-002,2022-00074-LQ-0,Engineering Drawing,BSCE-3,5/1/2023
20230207-002,2021-00494-LQ-0,Transportation Engineering,BSCE-4,7/2/2023
20230207-002,2021-00494-LQ-0,Construction Materials and Testing,BSCE-4,7/2/2023
20230207-002,2021-00494-LQ-0,Surveying and Geomatics,BSCE-4,7/2/2023
20230207-002,2021-00494-LQ-0,Soil Mechanics,BSCE-4,7/2/2023
20230207-002,2021-00494-LQ-0,Construction Management,BSCE-4,7/2/2023
20230123-002,2023-00147-LQ-0,Construction Management,BSCE-2,23/01/2023
20230227-002,2024-00192-LQ-0,Steel Design,BSCE-1,27/02/2023
20230227-002,2024-00192-LQ-0,Surveying and Geomatics,BSCE-1,27/02/2023
20241013-003,2023-00215-LQ-0,Transportation Engineering,BSCE-2,13/10/2024
20241013-003,2023-00215-LQ-0,Steel Design,BSCE-2,13/10/2024
20241013-003,2023-00215-LQ-0,Engineering Mechanics,BSCE-2,13/10/2024
20241013-003,2023-00215-LQ-0,Fluid Mechanics,BSCE-2,13/10/2024
20241013-003,2023-00215-LQ-0,Surveying and Geomatics,BSCE-2,13/10/2024
20230822-003,2022-00189-LQ-0,Engineering Mechanics,BSCE-3,22/08/2023
20230822-003,2022-00189-LQ-0,Structural Analysis,BSCE-3,22/08/2023
20230822-003,2022-00189-LQ-0,Building Design and Construction,BSCE-3,22/08/2023
20230822-003,2022-00189-LQ-0,Construction Materials and Testing,BSCE-3,22/08/2023
20230822-003,2022-00189-LQ-0,Engineering Economy,BSCE-3,22/08/2023
20241230-003,2023-00262-LQ-0,Engineering Mechanics,BSCE-Irregular,30/12/2024
20241230-003,2023-00262-LQ-0,Structural Analysis,BSCE-Irregular,30/12/2024
20231023-003,2022-00180-LQ-0,Construction Materials and Testing,BSCE-3,23/10/2023
20250130-003,2024-00275-LQ-1,Soil Mechanics,BSCE-1,30/01/2025
20231103-003,2023-00480-LQ-0,Reinforced Concrete Design,BSCE-2,3/11/2023
20240302-003,2022-00040-LQ-0,Engineering Economy,BSCE-3,2/3/2024
20240302-003,2022-00040-LQ-0,Soil Mechanics,BSCE-3,2/3/2024
20240302-003,2022-00040-LQ-0,Building Design and Construction,BSCE-3,2/3/2024
20240302-003,2022-00040-LQ-0,Reinforced Concrete Design,BSCE-3,2/3/2024
20240302-003,2022-00040-LQ-0,Surveying and Geomatics,BSCE-3,2/3/2024
20231019-003,2023-00456-LQ-1,Fluid Mechanics,BSCE-Irregular,19/10/2023
20231228-003,2023-00458-LQ-1,Construction Materials and Testing,BSCE-2,28/12/2023
20231228-003,2023-00458-LQ-1,Soil Mechanics,BSCE-2,28/12/2023
20231228-003,2023-00458-LQ-1,Construction Materials and Testing,BSCE-2,28/12/2023
20231201-003,2023-00205-LQ-0,Hydraulics and Hydrology,BSCE-2,1/12/2023
20231201-003,2023-00205-LQ-0,Hydraulics and Hydrology,BSCE-2,1/12/2023
20231201-003,2023-00205-LQ-0,Building Design and Construction,BSCE-2,1/12/2023
20231201-003,2023-00205-LQ-0,Reinforced Concrete Design,BSCE-2,1/12/2023
20231201-003,2023-00205-LQ-0,Soil Mechanics,BSCE-2,1/12/2023
20230105-003,2024-00372-LQ-0,Engineering Mechanics,BSCE-Irregular,5/1/2023
20230105-003,2024-00372-LQ-0,Transportation Engineering,BSCE-Irregular,5/1/2023
20230105-003,2024-00372-LQ-0,Engineering Economy,BSCE-Irregular,5/1/2023
20230105-003,2024-00372-LQ-0,Engineering Economy,BSCE-Irregular,5/1/2023
20230105-003,2024-00372-LQ-0,Soil Mechanics,BSCE-Irregular,5/1/2023
20230319-003,2022-00478-LQ-1,Fluid Mechanics,BSCE-3,19/03/2023
20230527-003,2021-00080-LQ-0,Surveying and Geomatics,BSCE-4,27/05/2023
20230527-003,2021-00080-LQ-0,Construction Management,BSCE-4,27/05/2023
20230527-003,2021-00080-LQ-0,Building Design and Construction,BSCE-4,27/05/2023
20230527-003,2021-00080-LQ-0,Construction Management,BSCE-4,27/05/2023
20240411-003,2021-00036-LQ-0,Strength of Materials,BSCE-4,11/4/2024
20240411-003,2021-00036-LQ-0,Hydraulics and Hydrology,BSCE-4,11/4/2024
20240411-003,2021-00036-LQ-0,Engineering Mechanics,BSCE-4,11/4/2024
20240411-003,2021-00036-LQ-0,Hydraulics and Hydrology,BSCE-4,11/4/2024
20240411-003,2021-00036-LQ-0,Engineering Mechanics,BSCE-4,11/4/2024
20230630-003,2021-00424-LQ-1,Construction Management,BSCE-Irregular,30/06/2023
20240928-003,2023-00193-LQ-0,Reinforced Concrete Design,BSCE-2,28/09/2024
20240928-003,2023-00193-LQ-0,Structural Analysis,BSCE-2,28/09/2024
20240928-003,2023-00193-LQ-0,Construction Management,BSCE-2,28/09/2024
20240928-003,2023-00193-LQ-0,Building Design and Construction,BSCE-2,28/09/2024
20240607-003,2023-00387-LQ-0,Engineering Drawing,BSCE-2,7/6/2024
20240607-003,2023-00387-LQ-0,Structural Analysis,BSCE-2,7/6/2024
20241004-003,2021-00179-LQ-1,Transportation Engineering,BSCE-4,4/10/2024
20241004-003,2021-00179-LQ-1,Engineering Mechanics,BSCE-4,4/10/2024
20250220-003,2021-00402-LQ-1,Steel Design,BSCE-4,20/02/2025
20250220-003,2021-00402-LQ-1,Construction Management,BSCE-4,20/02/2025
20240927-003,2024-00485-LQ-0,Construction Management,BSCE-1,27/09/2024
20250320-003,2023-00187-LQ-0,Hydraulics and Hydrology,BSCE-2,20/03/2025
20250320-003,2023-00187-LQ-0,Construction Management,BSCE-2,20/03/2025
20250320-003,2023-00187-LQ-0,Surveying and Geomatics,BSCE-2,20/03/2025
20231119-003,2021-00104-LQ-0,Strength of Materials,BSCE-Irregular,19/11/2023
20231119-003,2021-00104-LQ-0,Reinforced Concrete Design,BSCE-Irregular,19/11/2023
20231119-003,2021-00104-LQ-0,Surveying and Geomatics,BSCE-Irregular,19/11/2023
20231119-003,2021-00104-LQ-0,Soil Mechanics,BSCE-Irregular,19/11/2023
20250206-003,2022-00146-LQ-0,Engineering Mechanics,BSCE-3,6/2/2025
20250206-003,2022-00146-LQ-0,Steel Design,BSCE-3,6/2/2025
20250206-003,2022-00146-LQ-0,Hydraulics and Hydrology,BSCE-3,6/2/2025
20240610-003,2024-00341-LQ-0,Construction Management,BSCE-1,10/6/2024
20240610-003,2024-00341-LQ-0,Surveying and Geomatics,BSCE-1,10/6/2024
20231118-003,2022-00441-LQ-0,Surveying and Geomatics,BSCE-3,18/11/2023
20231118-003,2022-00441-LQ-0,Strength of Materials,BSCE-3,18/11/2023
20230426-003,2024-00107-LQ-1,Steel Design,BSCE-1,26/04/2023
20230426-003,2024-00107-LQ-1,Building Design and Construction,BSCE-1,26/04/2023
20230426-003,2024-00107-LQ-1,Transportation Engineering,BSCE-1,26/04/2023
20230426-003,2024-00107-LQ-1,Steel Design,BSCE-1,26/04/2023
20240808-003,2022-00439-LQ-0,Construction Materials and Testing,BSCE-3,8/8/2024
20250128-003,2024-00046-LQ-0,Building Design and Construction,BSCE-1,28/01/2025
20250128-003,2024-00046-LQ-0,Hydraulics and Hydrology,BSCE-1,28/01/2025
20250128-003,2024-00046-LQ-0,Engineering Drawing,BSCE-1,28/01/2025
20240721-003,2023-00278-LQ-0,Engineering Drawing,BSCE-2,21/07/2024
20231106-003,2022-00160-LQ-0,Surveying and Geomatics,BSCE-3,6/11/2023
20231106-003,2022-00160-LQ-0,Transportation Engineering,BSCE-3,6/11/2023
20240711-003,2024-00355-LQ-0,Strength of Materials,BSCE-1,11/7/2024
20240711-003,2024-00355-LQ-0,Fluid Mechanics,BSCE-1,11/7/2024
20240711-003,2024-00355-LQ-0,Soil Mechanics,BSCE-1,11/7/2024
20240705-003,2023-00390-LQ-0,Engineering Economy,BSCE-2,5/7/2024
20240113-003,2021-00400-LQ-0,Surveying and Geomatics,BSCE-4,13/01/2024
20240113-003,2021-00400-LQ-0,Strength of Materials,BSCE-4,13/01/2024
20240113-003,2021-00400-LQ-0,Engineering Mechanics,BSCE-4,13/01/2024
20231117-003,2022-00496-LQ-0,Soil Mechanics,BSCE-3,17/11/2023
20231117-003,2022-00496-LQ-0,Soil Mechanics,BSCE-3,17/11/2023
20231117-003,2022-00496-LQ-0,Construction Materials and Testing,BSCE-3,17/11/2023
20230808-003,2024-00498-LQ-1,Strength of Materials,BSCE-1,8/8/2023
20230808-003,2024-00498-LQ-1,Fluid Mechanics,BSCE-1,8/8/2023
20230808-003,2024-00498-LQ-1,Structural Analysis,BSCE-1,8/8/2023
20230808-003,2024-00498-LQ-1,Engineering Drawing,BSCE-1,8/8/2023
20240828-003,2023-00359-LQ-0,Fluid Mechanics,BSCE-2,28/08/2024
20240828-003,2023-00359-LQ-0,Fluid Mechanics,BSCE-2,28/08/2024
20240828-003,2023-00359-LQ-0,Engineering Mechanics,BSCE-2,28/08/2024
20240828-003,2023-00359-LQ-0,Surveying and Geomatics,BSCE-2,28/08/2024
20240828-003,2023-00359-LQ-0,Strength of Materials,BSCE-2,28/08/2024
20240913-003,2023-00481-LQ-1,Engineering Economy,BSCE-2,13/09/2024
20240913-003,2023-00481-LQ-1,Structural Analysis,BSCE-2,13/09/2024
20240913-003,2023-00481-LQ-1,Transportation Engineering,BSCE-2,13/09/2024
20240913-003,2023-00481-LQ-1,Construction Management,BSCE-2,13/09/2024
20240720-003,2024-00144-LQ-1,Hydraulics and Hydrology,BSCE-1,20/07/2024
20240720-003,2024-00144-LQ-1,Strength of Materials,BSCE-1,20/07/2024
20240720-003,2024-00144-LQ-1,Hydraulics and Hydrology,BSCE-1,20/07/2024
20240720-003,2024-00144-LQ-1,Transportation Engineering,BSCE-1,20/07/2024
20240720-003,2024-00144-LQ-1,Engineering Mechanics,BSCE-1,20/07/2024
20230514-003,2022-00103-LQ-0,Engineering Drawing,BSCE-3,14/05/2023
20240805-003,2024-00027-LQ-0,Engineering Mechanics,BSCE-1,5/8/2024
20240805-003,2024-00027-LQ-0,Strength of Materials,BSCE-1,5/8/2024
20231214-003,2022-00367-LQ-0,Transportation Engineering,BSCE-3,14/12/2023
20231214-003,2022-00367-LQ-0,Construction Management,BSCE-3,14/12/2023
20230531-003,2024-00380-LQ-0,Fluid Mechanics,BSCE-1,31/05/2023
20230531-003,2024-00380-LQ-0,Engineering Mechanics,BSCE-1,31/05/2023
20230531-003,2024-00380-LQ-0,Surveying and Geomatics,BSCE-1,31/05/2023
20230531-003,2024-00380-LQ-0,Building Design and Construction,BSCE-1,31/05/2023
20230802-003,2024-00151-LQ-0,Building Design and Construction,BSCE-1,2/8/2023
20230802-003,2024-00151-LQ-0,Building Design and Construction,BSCE-1,2/8/2023
20230802-003,2024-00151-LQ-0,Reinforced Concrete Design,BSCE-1,2/8/2023
20231026-003,2022-00256-LQ-0,Strength of Materials,BSCE-3,26/10/2023
20231026-003,2022-00256-LQ-0,Engineering Economy,BSCE-3,26/10/2023
20231026-003,2022-00256-LQ-0,Soil Mechanics,BSCE-3,26/10/2023
20230204-003,2023-00291-LQ-0,Engineering Economy,BSCE-2,4/2/2023
20230204-003,2023-00291-LQ-0,Steel Design,BSCE-2,4/2/2023
20230204-003,2023-00291-LQ-0,Strength of Materials,BSCE-2,4/2/2023
20230204-003,2023-00291-LQ-0,Steel Design,BSCE-2,4/2/2023
20241013-004,2024-00097-LQ-0,Engineering Mechanics,BSCE-1,13/10/2024
20241013-004,2024-00097-LQ-0,Strength of Materials,BSCE-1,13/10/2024
20241013-004,2024-00097-LQ-0,Surveying and Geomatics,BSCE-1,13/10/2024
20250101-004,2023-00280-LQ-0,Construction Materials and Testing,BSCE-2,1/1/2025
20250101-004,2023-00280-LQ-0,Engineering Economy,BSCE-2,1/1/2025
20250101-004,2023-00280-LQ-0,Construction Management,BSCE-2,1/1/2025
20230918-004,2021-00095-LQ-0,Soil Mechanics,BSCE-4,18/09/2023
20230918-004,2021-00095-LQ-0,Hydraulics and Hydrology,BSCE-4,18/09/2023
20230918-004,2021-00095-LQ-0,Construction Materials and Testing,BSCE-4,18/09/2023
20230918-004,2021-00095-LQ-0,Strength of Materials,BSCE-4,18/09/2023
20230918-004,2021-00095-LQ-0,Engineering Economy,BSCE-4,18/09/2023
20231228-004,2022-00271-LQ-0,Construction Materials and Testing,BSCE-3,28/12/2023
20231228-004,2022-00271-LQ-0,Construction Materials and Testing,BSCE-3,28/12/2023
20231228-004,2022-00271-LQ-0,Steel Design,BSCE-3,28/12/2023
20231228-004,2022-00271-LQ-0,Engineering Mechanics,BSCE-3,28/12/2023
20230802-004,2022-00331-LQ-0,Construction Materials and Testing,BSCE-3,2/8/2023
20240922-004,2022-00468-LQ-0,Hydraulics and Hydrology,BSCE-3,22/09/2024
20240922-004,2022-00468-LQ-0,Engineering Drawing,BSCE-3,22/09/2024
20240922-004,2022-00468-LQ-0,Construction Materials and Testing,BSCE-3,22/09/2024
20240922-004,2022-00468-LQ-0,Reinforced Concrete Design,BSCE-3,22/09/2024
20240525-004,2023-00321-LQ-1,Construction Management,BSCE-2,25/05/2024
20240525-004,2023-00321-LQ-1,Steel Design,BSCE-2,25/05/2024
20240525-004,2023-00321-LQ-1,Construction Materials and Testing,BSCE-2,25/05/2024
20240525-004,2023-00321-LQ-1,Hydraulics and Hydrology,BSCE-2,25/05/2024
20240824-004,2023-00163-LQ-0,Construction Management,BSCE-2,24/08/2024
20240824-004,2023-00163-LQ-0,Engineering Drawing,BSCE-2,24/08/2024
20240824-004,2023-00163-LQ-0,Transportation Engineering,BSCE-2,24/08/2024
20240824-004,2023-00163-LQ-0,Fluid Mechanics,BSCE-2,24/08/2024
20240824-004,2023-00163-LQ-0,Engineering Drawing,BSCE-2,24/08/2024
20241015-004,2023-00417-LQ-0,Surveying and Geomatics,BSCE-2,15/10/2024
20241015-004,2023-00417-LQ-0,Steel Design,BSCE-2,15/10/2024
20240425-004,2023-00050-LQ-0,Construction Materials and Testing,BSCE-2,25/04/2024
20240425-004,2023-00050-LQ-0,Reinforced Concrete Design,BSCE-2,25/04/2024
20240628-004,2023-00084-LQ-0,Engineering Mechanics,BSCE-2,28/06/2024
20240628-004,2023-00084-LQ-0,Steel Design,BSCE-2,28/06/2024
20230409-004,2023-00474-LQ-0,Strength of Materials,BSCE-2,9/4/2023
20230409-004,2023-00474-LQ-0,Structural Analysis,BSCE-2,9/4/2023
20230409-004,2023-00474-LQ-0,Building Design and Construction,BSCE-2,9/4/2023
20230409-004,2023-00474-LQ-0,Reinforced Concrete Design,BSCE-2,9/4/2023
20240618-004,2024-00132-LQ-0,Construction Materials and Testing,BSCE-1,18/06/2024
20240618-004,2024-00132-LQ-0,Construction Materials and Testing,BSCE-1,18/06/2024
20240618-004,2024-00132-LQ-0,Soil Mechanics,BSCE-1,18/06/2024
20240618-004,2024-00132-LQ-0,Engineering Economy,BSCE-1,18/06/2024
20240618-004,2024-00132-LQ-0,Building Design and Construction,BSCE-1,18/06/2024
20240922-005,2022-00067-LQ-0,Engineering Mechanics,BSCE-3,22/09/2024
20240922-005,2022-00067-LQ-0,Soil Mechanics,BSCE-3,22/09/2024
20250302-005,2022-00354-LQ-0,Structural Analysis,BSCE-3,2/3/2025
20250302-005,2022-00354-LQ-0,Reinforced Concrete Design,BSCE-3,2/3/2025
20250302-005,2022-00354-LQ-0,Construction Management,BSCE-3,2/3/2025
20230816-005,2021-00254-LQ-0,Surveying and Geomatics,BSCE-4,16/08/2023
20230816-005,2021-00254-LQ-0,Soil Mechanics,BSCE-4,16/08/2023
20230816-005,2021-00254-LQ-0,Fluid Mechanics,BSCE-4,16/08/2023
20230816-005,2021-00254-LQ-0,Engineering Drawing,BSCE-4,16/08/2023
20230816-005,2021-00254-LQ-0,Steel Design,BSCE-4,16/08/2023
20240426-005,2021-00132-LQ-1,Hydraulics and Hydrology,BSCE-4,26/04/2024
20240507-005,2023-00032-LQ-0,Engineering Mechanics,BSCE-2,7/5/2024
20240507-005,2023-00032-LQ-0,Reinforced Concrete Design,BSCE-2,7/5/2024
20230304-005,2024-00480-LQ-0,Engineering Drawing,BSCE-1,4/3/2023
20241129-005,2023-00388-LQ-0,Engineering Mechanics,BSCE-2,29/11/2024
20241129-005,2023-00388-LQ-0,Construction Materials and Testing,BSCE-2,29/11/2024
20240502-005,2024-00108-LQ-0,Steel Design,BSCE-1,2/5/2024
20240502-005,2024-00108-LQ-0,Strength of Materials,BSCE-1,2/5/2024
20240929-005,2022-00236-LQ-1,Engineering Mechanics,BSCE-3,29/09/2024
20240929-005,2022-00236-LQ-1,Hydraulics and Hydrology,BSCE-3,29/09/2024
20240929-005,2022-00236-LQ-1,Fluid Mechanics,BSCE-3,29/09/2024
20240929-005,2022-00236-LQ-1,Construction Management,BSCE-3,29/09/2024
20240929-005,2022-00236-LQ-1,Transportation Engineering,BSCE-3,29/09/2024
20240209-005,2021-00474-LQ-0,Transportation Engineering,BSCE-4,9/2/2024
20240209-005,2021-00474-LQ-0,Steel Design,BSCE-4,9/2/2024
20240209-005,2021-00474-LQ-0,Engineering Economy,BSCE-4,9/2/2024
20240209-005,2021-00474-LQ-0,Construction Management,BSCE-4,9/2/2024
20240209-005,2021-00474-LQ-0,Surveying and Geomatics,BSCE-4,9/2/2024
20241212-005,2021-00255-LQ-0,Fluid Mechanics,BSCE-4,12/12/2024
20230717-001,2022-00239-LQ-0,Calculus for Teachers,BSED-3,17/07/2023
20240529-001,2024-00366-LQ-0,Number Theory,BSED-Irregular,29/05/2024
20240529-001,2024-00366-LQ-0,Statistics and Probability,BSED-Irregular,29/05/2024
20240529-001,2024-00366-LQ-0,Number Theory,BSED-Irregular,29/05/2024
20240529-001,2024-00366-LQ-0,Statistics and Probability,BSED-Irregular,29/05/2024
20240529-001,2024-00366-LQ-0,Problem Solving and Reasoning,BSED-Irregular,29/05/2024
20250125-001,2024-00209-LQ-1,Number Theory,BSED-1,25/01/2025
20250125-001,2024-00209-LQ-1,Linear Algebra,BSED-1,25/01/2025
20250125-001,2024-00209-LQ-1,Foundations of Education,BSED-1,25/01/2025
20250125-001,2024-00209-LQ-1,Curriculum Development,BSED-1,25/01/2025
20231010-001,2022-00286-LQ-0,Problem Solving and Reasoning,BSED-3,10/10/2023
20230206-002,2022-00355-LQ-1,Mathematics in the Modern World,BSED-3,6/2/2023
20230206-002,2022-00355-LQ-1,Assessment of Learning,BSED-3,6/2/2023
20230206-002,2022-00355-LQ-1,Mathematics in the Modern World,BSED-3,6/2/2023
20240923-002,2024-00274-LQ-0,Differentiated Instruction,BSED-1,23/09/2024
20240923-002,2024-00274-LQ-0,Educational Technology,BSED-1,23/09/2024
20240923-002,2024-00274-LQ-0,Assessment of Learning,BSED-1,23/09/2024
20240923-002,2024-00274-LQ-0,Calculus for Teachers,BSED-1,23/09/2024
20240520-002,2022-00488-LQ-0,Assessment of Learning,BSED-3,20/05/2024
20240520-002,2022-00488-LQ-0,Calculus for Teachers,BSED-3,20/05/2024
20240520-002,2022-00488-LQ-0,Teaching Strategies in Mathematics,BSED-3,20/05/2024
20240520-002,2022-00488-LQ-0,Differentiated Instruction,BSED-3,20/05/2024
20231117-002,2023-00008-LQ-0,Curriculum Development,BSED-Irregular,17/11/2023
20231117-002,2023-00008-LQ-0,Assessment of Learning,BSED-Irregular,17/11/2023
20231117-002,2023-00008-LQ-0,Educational Technology,BSED-Irregular,17/11/2023
20231117-002,2023-00008-LQ-0,Mathematics in the Modern World,BSED-Irregular,17/11/2023
20240416-002,2024-00003-LQ-1,Technology in Teaching Mathematics,BSED-1,16/04/2024
20240416-002,2024-00003-LQ-1,Educational Technology,BSED-1,16/04/2024
20240416-002,2024-00003-LQ-1,Number Theory,BSED-1,16/04/2024
20240416-002,2024-00003-LQ-1,Mathematics in the Modern World,BSED-1,16/04/2024
20240112-002,2021-00393-LQ-0,Differentiated Instruction,BSED-4,12/1/2024
20240112-002,2021-00393-LQ-0,Mathematics in the Modern World,BSED-4,12/1/2024
20231107-002,2024-00063-LQ-1,Technology in Teaching Mathematics,BSED-1,7/11/2023
20231107-002,2024-00063-LQ-1,Technology in Teaching Mathematics,BSED-1,7/11/2023
20231107-002,2024-00063-LQ-1,Curriculum Development,BSED-1,7/11/2023
20231107-002,2024-00063-LQ-1,Number Theory,BSED-1,7/11/2023
20240519-002,2022-00314-LQ-0,Linear Algebra,BSED-3,19/05/2024
20240921-002,2023-00184-LQ-0,Educational Technology,BSED-2,21/09/2024
20240921-002,2023-00184-LQ-0,Statistics and Probability,BSED-2,21/09/2024
20240921-002,2023-00184-LQ-0,Calculus for Teachers,BSED-2,21/09/2024
20240716-002,2022-00438-LQ-0,History of Mathematics,BSED-Irregular,16/07/2024
20230227-003,2024-00189-LQ-1,Assessment of Learning,BSED-1,27/02/2023
20230227-003,2024-00189-LQ-1,Teaching Strategies in Mathematics,BSED-1,27/02/2023
20241219-003,2021-00022-LQ-0,Statistics and Probability,BSED-4,19/12/2024
20241219-003,2021-00022-LQ-0,Statistics and Probability,BSED-4,19/12/2024
20241219-003,2021-00022-LQ-0,Linear Algebra,BSED-4,19/12/2024
20240911-003,2021-00448-LQ-0,Child and Adolescent Development,BSED-4,11/9/2024
20240401-003,2023-00128-LQ-0,Linear Algebra,BSED-2,1/4/2024
20240401-003,2023-00128-LQ-0,Educational Technology,BSED-2,1/4/2024
20240630-003,2021-00444-LQ-0,Technology in Teaching Mathematics,BSED-4,30/06/2024
20230321-003,2022-00157-LQ-0,Linear Algebra,BSED-3,21/03/2023
20230321-003,2022-00157-LQ-0,Differentiated Instruction,BSED-3,21/03/2023
20230321-003,2022-00157-LQ-0,Child and Adolescent Development,BSED-3,21/03/2023
20230321-003,2022-00157-LQ-0,Problem Solving and Reasoning,BSED-3,21/03/2023
20230321-003,2022-00157-LQ-0,Teaching Strategies in Mathematics,BSED-3,21/03/2023
20230710-003,2024-00055-LQ-1,Statistics and Probability,BSED-Irregular,10/7/2023
20230710-003,2024-00055-LQ-1,History of Mathematics,BSED-Irregular,10/7/2023
20230710-003,2024-00055-LQ-1,Curriculum Development,BSED-Irregular,10/7/2023
20240620-003,2021-00413-LQ-0,Calculus for Teachers,BSED-4,20/06/2024
20240620-003,2021-00413-LQ-0,Problem Solving and Reasoning,BSED-4,20/06/2024
20240620-003,2021-00413-LQ-0,Foundations of Education,BSED-4,20/06/2024
20230530-003,2021-00381-LQ-0,Foundations of Education,BSED-4,30/05/2023
20230530-003,2021-00381-LQ-0,Problem Solving and Reasoning,BSED-4,30/05/2023
20230530-003,2021-00381-LQ-0,Problem Solving and Reasoning,BSED-4,30/05/2023
20230521-003,2023-00360-LQ-0,Teaching Strategies in Mathematics,BSED-2,21/05/2023
20241219-004,2021-00342-LQ-0,Linear Algebra,BSED-4,19/12/2024
20240415-004,2021-00185-LQ-0,Teaching Strategies in Mathematics,BSED-4,15/04/2024
20240415-004,2021-00185-LQ-0,Problem Solving and Reasoning,BSED-4,15/04/2024
20240415-004,2021-00185-LQ-0,Educational Technology,BSED-4,15/04/2024
20240507-004,2021-00184-LQ-0,History of Mathematics,BSED-4,7/5/2024
20240507-004,2021-00184-LQ-0,Calculus for Teachers,BSED-4,7/5/2024
20240507-004,2021-00184-LQ-0,Educational Technology,BSED-4,7/5/2024
20240824-005,2021-00416-LQ-0,Technology in Teaching Mathematics,BSED-4,24/08/2024
20240824-005,2021-00416-LQ-0,Foundations of Education,BSED-4,24/08/2024
20240824-005,2021-00416-LQ-0,Problem Solving and Reasoning,BSED-4,24/08/2024
20240824-005,2021-00416-LQ-0,Teaching Strategies in Mathematics,BSED-4,24/08/2024
20240824-005,2021-00416-LQ-0,Number Theory,BSED-4,24/08/2024
20230423-005,2023-00234-LQ-1,Foundations of Education,BSED-2,23/04/2023
20230423-005,2023-00234-LQ-1,History of Mathematics,BSED-2,23/04/2023
20230423-005,2023-00234-LQ-1,Foundations of Education,BSED-2,23/04/2023
20230423-005,2023-00234-LQ-1,History of Mathematics,BSED-2,23/04/2023
20230423-005,2023-00234-LQ-1,Calculus for Teachers,BSED-2,23/04/2023
20241108-005,2023-00259-LQ-0,Differentiated Instruction,BSED-2,8/11/2024
20241108-005,2023-00259-LQ-0,Number Theory,BSED-2,8/11/2024
20241108-005,2023-00259-LQ-0,Linear Algebra,BSED-2,8/11/2024
20241108-005,2023-00259-LQ-0,Calculus for Teachers,BSED-2,8/11/2024
20241108-005,2023-00259-LQ-0,Statistics and Probability,BSED-2,8/11/2024
20250215-005,2024-00422-LQ-0,Number Theory,BSED-1,15/02/2025
20231216-005,2024-00176-LQ-0,Child and Adolescent Development,BSED-1,16/12/2023
20231216-005,2024-00176-LQ-0,Technology in Teaching Mathematics,BSED-1,16/12/2023
